entity_id;name;area;device;state;unit
sensor.studio_code_server_cpu_prozent;CPU Prozent;;Studio Code Server;not_loaded;
sensor.studio_code_server_neueste_version;Neueste Version;;Studio Code Server;not_loaded;
sensor.studio_code_server_version;Version;;Studio Code Server;not_loaded;
sensor.sun_next_dawn;Sun Nächste Morgendämmerung;;Sun;2026-07-15T02:47:12+00:00;
sensor.sun_next_dusk;Sun Nächste Abenddämmerung;;Sun;2026-07-14T20:17:08+00:00;
sensor.sun_next_midnight;Sun Nächste Mitternacht;;Sun;2026-07-14T23:32:04+00:00;
sensor.sun_next_noon;Sun Nächster Höchststand;;Sun;2026-07-14T11:31:54+00:00;
sensor.sun_next_rising;Sun Nächster Aufgang;;Sun;2026-07-15T03:31:09+00:00;
sensor.sun_next_setting;Sun Nächster Untergang;;Sun;2026-07-14T19:33:12+00:00;
sensor.sun_solar_azimuth;Solarer Azimut;;Sun;not_loaded;
sensor.sun_solar_elevation;Solare Elevation;;Sun;not_loaded;
sensor.tailscale_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;Tailscale;not_loaded;
sensor.tailscale_cpu_prozent;CPU Prozent;;Tailscale;not_loaded;
sensor.tailscale_neueste_version;Neueste Version;;Tailscale;not_loaded;
sensor.tailscale_version;Version;;Tailscale;not_loaded;
sensor.terminal_ssh_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;Terminal & SSH;not_loaded;
sensor.terminal_ssh_cpu_prozent;CPU Prozent;;Terminal & SSH;not_loaded;
sensor.terminal_ssh_neueste_version;Neueste Version;;Terminal & SSH;not_loaded;
sensor.terminal_ssh_version;Version;;Terminal & SSH;not_loaded;
sensor.terrace_anker_solix_ai_profit;anker_solix AI Profit;virtual;anker_solix;175.30;€
sensor.terrace_anker_solix_ai_uberwachung;anker_solix AI Überwachung;virtual;anker_solix;running;
sensor.terrace_anker_solix_aktiver_benutzermodus;anker_solix Aktiver Benutzermodus;virtual;anker_solix;smart;
sensor.terrace_anker_solix_co2_einsparung;anker_solix CO₂ Einsparung;virtual;anker_solix;535.72;kg
sensor.terrace_anker_solix_dyn_borsenpreis;anker_solix Dyn. Börsenpreis;virtual;anker_solix;unknown;/MWh
sensor.terrace_anker_solix_dyn_preis_gesamt;anker_solix Dyn. Preis gesamt;virtual;anker_solix;unknown;
sensor.terrace_anker_solix_kostenersparnis;anker_solix Kostenersparnis;virtual;anker_solix;356.17;€
sensor.terrace_anker_solix_sb_datenzeit;anker_solix SB Datenzeit;virtual;anker_solix;2026-07-14 06:57:49;
sensor.terrace_anker_solix_smart_meter;anker_solix Smart Meter;virtual;anker_solix;1;
sensor.terrace_anker_solix_solar_drittanbieter;anker_solix Solar Drittanbieter;virtual;anker_solix;0;W
sensor.terrace_anker_solix_solarbanke;anker_solix Solarbänke;virtual;anker_solix;1;
sensor.terrace_anker_solix_system_einspeisevorgabe;anker_solix System Einspeisevorgabe;virtual;anker_solix;0;W
sensor.terrace_esp32_soundmeter_01_wifi_esp32;esp32_soundmeter_01 WiFi ESP32;terrace;esp32_soundmeter_01;-51.0;dBm
sensor.terrace_humidity;sonoff_th_05 Luftfeuchtigkeit;terrace;sonoff_th_05;57.3;%
sensor.terrace_noise_level;esp32_soundmeter_01 Leq_1s;terrace;esp32_soundmeter_01;41.1147155761719;dB
sensor.terrace_noise_level_max;esp32_soundmeter_01 Lmax_1s;terrace;esp32_soundmeter_01;41.1147232055664;dB
sensor.terrace_shelly_shsw25_01_c1_energie;shelly_shsw25_01_c1 Energie;terrace;shelly_shsw25_01_c1;0.0183333333333333;kWh
sensor.terrace_shelly_shsw25_01_c1_leistung;shelly_shsw25_01_c1 Leistung;terrace;shelly_shsw25_01_c1;0.0;W
sensor.terrace_shelly_shsw25_01_c2_energie;shelly_shsw25_01_c2 Energie;terrace;shelly_shsw25_01_c2;0.0;kWh
sensor.terrace_shelly_shsw25_01_c2_leistung;shelly_shsw25_01_c2 Leistung;terrace;shelly_shsw25_01_c2;0.0;W
sensor.terrace_temperature;sonoff_th_05 Temperatur;terrace;sonoff_th_05;20.6;°C
sensor.terrasse_sw_01_betriebszeit;Betriebszeit;living_room;shelly_shsw25_01;not_loaded;
sensor.terrasse_sw_01_geratetemperatur;Gerätetemperatur;living_room;shelly_shsw25_01;not_loaded;
sensor.terrasse_sw_01_signalstarke;Signalstärke;living_room;shelly_shsw25_01;not_loaded;
sensor.terrasse_sw_01_spannung;Spannung;living_room;shelly_shsw25_01;not_loaded;
sensor.thirdreality_waterleak_01_battery;thirdreality_waterleak_01 Batterie;laundry_room;thirdreality_waterleak_01;unknown;%
sensor.thirdreality_waterleak_02_battery;thirdreality_waterleak_02 Batterie;living_room;thirdreality_waterleak_02;100;%
sensor.thirdreality_waterleak_03_battery;thirdreality_waterleak_03 Batterie;toilet;thirdreality_waterleak_03;65;%
sensor.thirdreality_waterleak_04_battery;thirdreality_waterleak_04 Batterie;kitchen;thirdreality_waterleak_04;100;%
sensor.thirdreality_waterleak_05_battery;thirdreality_waterleak_05 Batterie;bathroom;thirdreality_waterleak_05;100;%
sensor.trockner_operation_state;ePaper Dryer Operation State;;;finished;
sensor.trockner_programm_beendet;Programm beendet;laundry_room;siemens_dryer_01;not_loaded;
sensor.trockner_trocknungsvorgang_abgeschlossen;Trocknungsvorgang abgeschlossen;laundry_room;siemens_dryer_01;not_loaded;
sensor.water_daily;water_daily;;;0.0008;m³
sensor.water_monthly;water_monthly;;;0.1351;m³
sensor.watermeter_cputemp;watermeter CPU Temperature;;watermeter;66;°C
sensor.watermeter_error;watermeter Error;;watermeter;no error;
sensor.watermeter_freemem;watermeter Free Memory;;watermeter;808535;B
sensor.watermeter_fwversion;watermeter Firmware Version;;watermeter;unknown;
sensor.watermeter_hostname;watermeter Hostname;;watermeter;unknown;
sensor.watermeter_interval;watermeter Interval;;watermeter;unknown;min
sensor.watermeter_ip;watermeter IP;;watermeter;unknown;
sensor.watermeter_json;watermeter JSON;;watermeter;"  {
    ""value"": ""2807.1898"",
    ""raw"": ""2807.1898"",
    ""pre"": ""2807.1898"",
    ""error"": ""no error"",
    ""rate"": ""0.000004"",
    ""timestamp"": ""2026-07-14T05:35:23+0200""
  }
";
sensor.watermeter_mac;watermeter MAC Address;;watermeter;unknown;
sensor.watermeter_rate_per_digitization_round;watermeter Change since last Digitization round;;watermeter;0.0005;m³
sensor.watermeter_rate_per_time_unit;watermeter Rate (m³/h);;watermeter;0.000250;m³/h
sensor.watermeter_raw;watermeter Raw Value;;watermeter;2807.1898;m³
sensor.watermeter_status;watermeter Status;;watermeter;Flow finished;
sensor.watermeter_timestamp;watermeter Timestamp;;watermeter;2026-07-14T03:35:23+00:00;
sensor.watermeter_uptime;watermeter Uptime;;watermeter;115262;s
sensor.watermeter_value;watermeter Value;;watermeter;2807.1898;m³
sensor.watermeter_wifirssi;watermeter Wi-Fi RSSI;;watermeter;-58;dBm
sensor.zhimi_airp_rmb1_nutzungsdauer;Nutzungsdauer;bedroom;xiaomi_airpurifier_01;not_loaded;
sensor.zigbee2mqtt_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;Zigbee2MQTT;not_loaded;
sensor.zigbee2mqtt_bridge_coordinator_version;Coordinator version;;Zigbee2MQTT Bridge;not_loaded;
sensor.zigbee2mqtt_bridge_network_map;Network map;;Zigbee2MQTT Bridge;not_loaded;
sensor.zigbee2mqtt_bridge_version;Zigbee2MQTT Bridge Version;;Zigbee2MQTT Bridge;2.12.1;
sensor.zigbee2mqtt_cpu_prozent;CPU Prozent;;Zigbee2MQTT;not_loaded;
sensor.zigbee2mqtt_neueste_version;Neueste Version;;Zigbee2MQTT;not_loaded;
sensor.zigbee2mqtt_version;Version;;Zigbee2MQTT;not_loaded;
sun.sun;Sun;;;above_horizon;
switch.bedroom_xiaomi_airfilter_01_kindersicherung;xiaomi_airpurifier_01 Kindersicherung;bedroom;xiaomi_airpurifier_01;off;
switch.bedroom_xiaomi_airfilter_01_summer;xiaomi_airpurifier_01 Summer;bedroom;xiaomi_airpurifier_01;on;
switch.esphome_device_builder;;;ESPHome Device Builder;not_loaded;
switch.front_door_opener;shelly_plusuni_01_o1;staircase_ground_floor;shelly_plusuni_01_o1;off;
switch.hacs_pre_release;Pre-release;;HACS;not_loaded;
switch.home_assistant_connect_zbt_1_ee1b2528_beta_firmware_updates;Beta-Firmware-Updates;;Home Assistant Connect ZBT-1 (ee1b2528);not_loaded;
switch.ikea_plug_01;ikea_plug_01;laundry_room;ikea_plug_01;on;
switch.ikea_plug_01_child_lock;ikea_plug_01 Child lock;laundry_room;ikea_plug_01;on;
switch.ikea_plug_01_led_enable;ikea_plug_01 Led enable;laundry_room;ikea_plug_01;on;
switch.laundry_room_siemens_dryer_01_einschalter;siemens_dryer_01 Einschalter;laundry_room;siemens_dryer_01;on;
switch.laundry_room_siemens_dryer_01_kindersicherung;siemens_dryer_01 Kindersicherung;laundry_room;siemens_dryer_01;off;
switch.living_room_shelly_minig3_01;shelly_minig3_01;living_room;shelly_minig3_01;unavailable;
switch.mat_de_api_nutzung;mat*** (DE) Api Nutzung;virtual;mat*** (DE);on;
switch.matter_server;;;Matter Server;not_loaded;
switch.mosquitto_broker;;;Mosquitto broker;not_loaded;
switch.nous_plug_01;nous_plug_01;anna_room;nous_plug_01;off;
switch.nous_plug_01_child_lock;nous_plug_01 Child lock;anna_room;nous_plug_01;off;
switch.onedrive_backup;;;OneDrive Backup;not_loaded;
switch.openthread_border_router;;;OpenThread Border Router;not_loaded;
switch.samba_share;;;Samba share;not_loaded;
switch.shellyplusplugs_80646fce4be8_aioshelly_ble_integration;aioshelly_ble_integration;staircase_ground_floor;shelly_plusplug_01;not_loaded;
switch.sonoff_plug_01;sonoff_plug_01;living_room;sonoff_plug_01;off;
switch.sonoff_plug_01_network_indicator;sonoff_plug_01 Network indicator;living_room;sonoff_plug_01;on;
switch.sonoff_plug_01_outlet_control_protect;sonoff_plug_01 Outlet control protect;living_room;sonoff_plug_01;off;
switch.sonoff_plug_02;sonoff_plug_02;bedroom;sonoff_plug_02;off;
switch.sonoff_plug_02_network_indicator;sonoff_plug_02 Network indicator;bedroom;sonoff_plug_02;on;
switch.sonoff_plug_02_outlet_control_protect;sonoff_plug_02 Outlet control protect;bedroom;sonoff_plug_02;off;
switch.sonoff_plug_03;sonoff_plug_03;lea_room;sonoff_plug_03;off;
switch.sonoff_plug_03_network_indicator;sonoff_plug_03 Network indicator;lea_room;sonoff_plug_03;on;
switch.sonoff_plug_03_outlet_control_protect;sonoff_plug_03 Outlet control protect;lea_room;sonoff_plug_03;off;
switch.sonoff_plug_04;sonoff_plug_04;storage_room;sonoff_plug_04;on;
switch.sonoff_plug_04_network_indicator;sonoff_plug_04 Network indicator;storage_room;sonoff_plug_04;on;
switch.sonoff_plug_04_outlet_control_protect;sonoff_plug_04 Outlet control protect;storage_room;sonoff_plug_04;off;
switch.staircase_ground_floor_shelly_plusplug_01_video_indicator;shelly_plusplug_01 Video Indicator;staircase_ground_floor;shelly_plusplug_01;off;
switch.staircase_ground_floor_shelly_plusuni_01_o0;shelly_plusuni_01_o0;staircase_ground_floor;shelly_plusuni_01_o0;off;
switch.studio_code_server;;;Studio Code Server;not_loaded;
switch.tailscale;;;Tailscale;not_loaded;
switch.terminal_ssh;;;Terminal & SSH;not_loaded;
switch.terrace_esp32_soundmeter_01_decibel_meter_on_off;esp32_soundmeter_01 Decibel Meter ON⁄OFF;terrace;esp32_soundmeter_01;on;
switch.terrace_esp32_soundmeter_01_decibel_meter_reset;esp32_soundmeter_01 Decibel Meter Reset;terrace;esp32_soundmeter_01;off;
switch.terrace_shelly_shsw25_01_c1;shelly_shsw25_01_c1;terrace;shelly_shsw25_01_c1;off;
switch.terrace_shelly_shsw25_01_c2;shelly_shsw25_01_c2;terrace;shelly_shsw25_01_c2;off;
switch.thirdreality_waterleak_01;thirdreality_waterleak_01;laundry_room;thirdreality_waterleak_01;unknown;
switch.thirdreality_waterleak_01_water_leak_buzzer;thirdreality_waterleak_01 Water leak buzzer;laundry_room;thirdreality_waterleak_01;unknown;
switch.thirdreality_waterleak_02;thirdreality_waterleak_02;living_room;thirdreality_waterleak_02;off;
switch.thirdreality_waterleak_02_water_leak_buzzer;thirdreality_waterleak_02 Water leak buzzer;living_room;thirdreality_waterleak_02;on;
switch.thirdreality_waterleak_03;thirdreality_waterleak_03;toilet;thirdreality_waterleak_03;off;
switch.thirdreality_waterleak_03_water_leak_buzzer;thirdreality_waterleak_03 Water leak buzzer;toilet;thirdreality_waterleak_03;on;
switch.thirdreality_waterleak_04;thirdreality_waterleak_04;kitchen;thirdreality_waterleak_04;off;
switch.thirdreality_waterleak_04_water_leak_buzzer;thirdreality_waterleak_04 Water leak buzzer;kitchen;thirdreality_waterleak_04;on;
switch.thirdreality_waterleak_05;thirdreality_waterleak_05;bathroom;thirdreality_waterleak_05;off;
switch.thirdreality_waterleak_05_water_leak_buzzer;thirdreality_waterleak_05 Water leak buzzer;bathroom;thirdreality_waterleak_05;on;
switch.zigbee2mqtt;;;Zigbee2MQTT;not_loaded;
switch.zigbee2mqtt_bridge_permit_join;Zigbee2MQTT Bridge Permit join;;Zigbee2MQTT Bridge;off;
todo.einkaufsliste;Einkaufsliste;;;0;
tts.google_ubersetzer_en_com_google_translate_en_com;Google Übersetzer en com Google Translate en com;;Google Übersetzer en com;unknown;
update.anker_solix_update;Anker Solix Update;;Anker Solix;unavailable;
update.attic_shelly_blugw_01_firmware;shelly_blugw_01 Firmware;attic;shelly_blugw_01;off;
update.boiler_room_synology_ds225_01_dsm_update;synology_ds225_01 DSM-Update;boiler_room;synology_ds225_01;on;
update.esphome_device_builder_update;ESPHome Device Builder Update;;ESPHome Device Builder;off;
update.hacs_update;HACS Update;;HACS;off;
update.home_assistant_connect_zbt_1_ee1b2528_firmware;Home Assistant Connect ZBT-1 (ee1b2528) Firmware;;Home Assistant Connect ZBT-1 (ee1b2528);off;
update.home_assistant_core_update;Home Assistant Core Update;;Home Assistant Core;off;
update.home_assistant_operating_system_update;Home Assistant Operating System Update;;Home Assistant Operating System;off;
update.home_assistant_supervisor_update;Home Assistant Supervisor Update;;Home Assistant Supervisor;off;
update.ikea_plug_01;ikea_plug_01;laundry_room;ikea_plug_01;off;
update.living_room_esp32_display_01_firmware;Firmware;living_room;esp32_display_01;not_loaded;
update.living_room_esp32_display_02_firmware;Firmware;living_room;esp32_display_02;not_loaded;
update.living_room_esp32_walltemp_01_firmware;Firmware;living_room;esp32_walltemp_01;not_loaded;
update.living_room_shelly_minig3_01_firmware;shelly_minig3_01 Firmware;living_room;shelly_minig3_01;unavailable;
update.living_room_shelly_plusuni_01_firmware;shelly_plusuni_01 Firmware;living_room;shelly_plusuni_01;off;
update.matter_server_update;Matter Server Update;;Matter Server;off;
update.mosquitto_broker_update;Mosquitto broker Update;;Mosquitto broker;off;
update.nous_plug_01;nous_plug_01;anna_room;nous_plug_01;off;
update.onedrive_backup_update;OneDrive Backup Update;;OneDrive Backup;off;
update.openthread_border_router_update;OpenThread Border Router Update;;OpenThread Border Router;off;
update.power_main_beta_firmware;Beta-Firmware;staircase_basement;shelly_3empro_01;not_loaded;
update.raspberry_pi_4_firmware;Raspberry Pi 4 Firmware;;Raspberry Pi 4;off;
update.samba_share_update;Samba share Update;;Samba share;off;
update.shelly1minig3_54320461c1ac_beta_firmware;Beta-Firmware;living_room;shelly_minig3_01;not_loaded;
update.shellyblugw_08d1f90c9d6c_beta_firmware;Beta-Firmware;attic;shelly_blugw_01;not_loaded;
update.shellyplusplugs_80646fce4be8_beta_firmware;Beta-Firmware;staircase_ground_floor;shelly_plusplug_01;not_loaded;
update.shellyplusuni_e08cfe8b4a18_beta_firmware;Beta-Firmware;living_room;shelly_plusuni_01;not_loaded;
update.sonoff_plug_01;sonoff_plug_01;living_room;sonoff_plug_01;off;
update.sonoff_plug_02;sonoff_plug_02;bedroom;sonoff_plug_02;off;
update.sonoff_plug_03;sonoff_plug_03;lea_room;sonoff_plug_03;off;
update.sonoff_plug_04;sonoff_plug_04;storage_room;sonoff_plug_04;off;
update.sonoff_th_01;sonoff_th_01;bedroom;sonoff_th_01;off;
update.sonoff_th_02;sonoff_th_02;living_room;sonoff_th_02;off;
update.sonoff_th_03;sonoff_th_03;garden_north;sonoff_th_03;off;
update.sonoff_th_04;sonoff_th_04;storage_room;sonoff_th_04;off;
update.sonoff_th_05;sonoff_th_05;terrace;sonoff_th_05;off;
update.sonoff_th_06;sonoff_th_06;lea_room;sonoff_th_06;off;
update.sonoff_th_07;sonoff_th_07;anna_room;sonoff_th_07;off;
update.sonoff_th_08;sonoff_th_08;bathroom;sonoff_th_08;off;
update.staircase_basement_shelly_3empro_01_firmware;shelly_3empro_01 Firmware;staircase_basement;shelly_3empro_01;off;
update.staircase_ground_floor_shelly_plusplug_01_firmware;shelly_plusplug_01 Firmware;staircase_ground_floor;shelly_plusplug_01;off;
update.studio_code_server_update;Studio Code Server Update;;Studio Code Server;off;
update.tailscale_update;Tailscale Update;;Tailscale;off;
update.terminal_ssh_update;Terminal & SSH Update;;Terminal & SSH;off;
update.terrasse_sw_01_beta_firmware;Beta-Firmware;living_room;shelly_shsw25_01;not_loaded;
update.terrasse_sw_01_firmware;Firmware;living_room;shelly_shsw25_01;not_loaded;
update.thirdreality_waterleak_01;thirdreality_waterleak_01;laundry_room;thirdreality_waterleak_01;off;
update.thirdreality_waterleak_02;thirdreality_waterleak_02;living_room;thirdreality_waterleak_02;off;
update.thirdreality_waterleak_03;thirdreality_waterleak_03;toilet;thirdreality_waterleak_03;off;
update.thirdreality_waterleak_04;thirdreality_waterleak_04;kitchen;thirdreality_waterleak_04;off;
update.thirdreality_waterleak_05;thirdreality_waterleak_05;bathroom;thirdreality_waterleak_05;off;
update.zigbee2mqtt_update;Zigbee2MQTT Update;;Zigbee2MQTT;off;
weather.forecast_home;Forecast Home;;Forecast;partlycloudy;
zone.home;Home;;;2;
